experiment_id,experiment_title,epoch,epoch_amount,train_avg_loss,train_acc,test_avg_loss,test_acc,timestamp
1,wip_cifar_resnet_sgd,86,100,0.017537440242767335,0.99704,2.1186863761901855,0.6799000000000001,2019-12-02 12:01:11.631778

1,wip_cifar_resnet_sgd,87,100,0.008993680510669946,0.9990000000000001,1.5346007011413574,0.7140000000000001,2019-12-02 12:01:27.104978

1,wip_cifar_resnet_sgd,88,100,0.0048372947227954865,0.9999000000000001,1.6292324451446534,0.7040000000000001,2019-12-02 12:01:42.598452

1,wip_cifar_resnet_sgd,89,100,0.0038772588723897934,0.9999800000000001,1.7643474376678467,0.6863,2019-12-02 12:01:58.112984

1,wip_cifar_resnet_sgd,90,100,0.0033528205001354216,0.9998600000000001,1.7017342807769775,0.6988000000000001,2019-12-02 12:02:13.574752

1,wip_cifar_resnet_sgd,91,100,0.0032461471174657346,0.99992,1.569812127494812,0.7182000000000001,2019-12-02 12:02:29.029869

1,wip_cifar_resnet_sgd,92,100,0.0022420592975243925,1.0,1.5612324073791504,0.7166,2019-12-02 12:02:44.443291

1,wip_cifar_resnet_sgd,93,100,0.002281448440849781,1.0,1.6100596576690673,0.7143,2019-12-02 12:02:59.997679

1,wip_cifar_resnet_sgd,94,100,0.0019448989582434297,1.0,1.584351108932495,0.7171000000000001,2019-12-02 12:03:15.446705

1,wip_cifar_resnet_sgd,95,100,0.001707775077521801,1.0,1.5848747127532958,0.7166,2019-12-02 12:03:30.960187

1,wip_cifar_resnet_sgd,96,100,0.0016725765991955997,1.0,1.6056549880981446,0.7158,2019-12-02 12:03:46.476119

1,wip_cifar_resnet_sgd,97,100,0.0014907587433606387,1.0,1.6063271690368652,0.7167,2019-12-02 12:04:01.985165

1,wip_cifar_resnet_sgd,98,100,0.0014210768127441407,1.0,1.5954785892486572,0.7181000000000001,2019-12-02 12:04:17.466114

1,wip_cifar_resnet_sgd,99,100,0.0013298324871063231,1.0,1.6201234884262086,0.7158,2019-12-02 12:04:32.947851

1,wip_cifar_resnet_sgd,100,100,0.0013677785206586122,1.0,1.6245478782653808,0.7150000000000001,2019-12-02 12:04:48.444866
